student_id,first_name,last_name,gender,dob,grade_level,enrollment_date,parent_education_level,family_income,transport_mode
S1783,Kristen,Reyes,Female,2008-10-20,6,2023-01-21,Master,579663,Bicycle
S1784,Joseph,Jones,Male,2015-03-02,11,2021-12-28,None,303690,Car
S1785,Darrell,Sullivan,Female,2012-05-10,10,2023-08-08,Master,236209,Bicycle
S1786,Mark,Bray,Female,2019-08-12,6,2023-12-17,High School,928343,Car
S1787,Sean,Hartman,Male,2007-02-18,5,2020-10-29,None,455343,Bus
S1788,Amy,Petersen,Male,2010-02-08,10,2022-05-24,High School,948746,Walk
S1789,Pamela,Briggs,Male,2009-05-21,11,2023-08-07,High School,332154,Bicycle
S1790,Ashley,Price,Male,2019-01-27,11,2024-06-11,None,547126,Walk
S1791,Robert,Delgado,Male,2008-02-02,10,2022-05-03,None,284639,Car
S1792,Brianna,Brown,Female,2015-02-07,12,2025-05-30,Bachelor,494393,Bicycle
S1793,Elizabeth,Lara,Female,2008-09-30,8,2024-06-30,Bachelor,278808,Bicycle
S1794,Lori,Lee,Female,2011-04-28,11,2023-12-18,PhD,914352,Bicycle
S1795,Randy,Hernandez,Male,2010-05-31,1,2023-07-28,PhD,744530,Car
S1796,John,Jones,Female,2012-07-15,5,2020-12-23,None,555139,Bus
S1797,Chad,Sanchez,Female,2017-08-13,5,2022-12-20,Bachelor,953339,Car
S1798,Alan,Rice,Female,2012-03-04,11,2022-06-28,Bachelor,247509,Walk
S1799,Dennis,Novak,Male,2017-07-13,1,2021-07-06,PhD,473727,Car
S1800,Mary,Scott,Male,2016-04-02,12,2022-12-08,None,737237,Bicycle
S1801,Ashley,Bishop,Female,2014-04-23,5,2021-12-06,Master,474252,Bicycle
S1802,Robert,Carter,Male,2008-07-04,10,2021-11-08,PhD,905653,Walk
S1803,Meagan,Mccullough,Female,2012-03-10,12,2021-09-09,High School,769656,Bicycle
S1804,Jason,Carter,Female,2017-07-29,9,2024-07-09,Bachelor,936486,Walk
S1805,Aaron,Jones,Male,2015-05-30,5,2023-07-07,None,543649,Walk
S1806,Monique,Hicks,Female,2013-07-05,12,2023-03-22,PhD,849977,Walk
S1807,Theresa,Savage,Female,2010-03-05,11,2023-01-31,None,283049,Car
S1808,Joan,Pearson,Male,2018-12-12,12,2023-12-10,Bachelor,490897,Car
S1809,Robert,Rodriguez,Female,2014-10-10,5,2022-09-30,PhD,358334,Bicycle
S1810,Holly,Phillips,Male,2014-02-01,8,2024-07-31,None,958479,Bus
S1811,Christina,Rowland,Female,2008-01-19,4,2021-05-11,PhD,175636,Bicycle
S1812,Erika,Brown,Female,2010-06-30,7,2021-08-09,None,963151,Walk
S1813,Willie,Sherman,Male,2011-12-15,4,2021-06-20,Bachelor,479068,Bicycle
S1814,Angela,Valdez,Male,2014-08-06,6,2024-05-30,High School,866779,Bus
S1815,Richard,Romero,Female,2016-06-02,6,2022-05-02,High School,378638,Bus
S1816,Abigail,Gilmore,Male,2015-06-06,8,2020-12-08,Bachelor,269553,Walk
S1817,Joseph,Jones,Male,2014-11-01,8,2020-11-30,None,185691,Bicycle
S1818,Lori,Gray,Female,2011-10-21,7,2023-08-03,Master,550590,Bicycle
S1819,Brittney,King,Male,2019-05-31,1,2024-03-14,PhD,259100,Car
S1820,Alyssa,Allen,Male,2017-12-13,6,2023-11-19,PhD,249834,Bus
S1821,Lisa,Boyd,Male,2014-04-18,11,2022-10-04,High School,287256,Car
S1822,Rebecca,Wells,Female,2008-03-16,3,2021-05-08,None,452181,Car
S1823,Cheryl,Bailey,Male,2016-06-08,2,2020-09-15,None,362687,Car
S1824,Carl,Olson,Female,2018-12-15,12,2023-12-13,PhD,675339,Car
S1825,Lori,Bradley,Female,2019-03-22,11,2023-05-24,High School,409381,Bicycle
S1826,Dawn,Cruz,Female,2009-01-27,4,2022-04-26,High School,901452,Bicycle
S1827,Kelsey,Ford,Male,2013-10-22,4,2024-02-03,High School,812491,Walk
S1828,Kevin,Estrada,Male,2014-01-26,12,2023-02-03,None,668337,Walk
S1829,Scott,Hudson,Male,2015-12-18,6,2022-07-28,None,443417,Car
S1830,James,Becker,Male,2017-12-16,10,2025-04-14,None,744125,Bus
S1831,Joseph,Hanson,Male,2013-10-31,1,2022-11-13,None,487020,Bicycle
S1832,Brian,Olsen,Female,2019-07-10,2,2021-02-17,PhD,315015,Bicycle
S1833,David,Norton,Male,2017-02-02,4,2022-05-03,None,365743,Bicycle
S1834,David,Tapia,Male,2008-06-26,11,2021-07-14,PhD,333091,Walk
S1835,Madison,Rogers,Female,2009-07-25,2,2022-08-20,PhD,803681,Bus
S1836,Angela,Osborne,Female,2009-06-03,2,2024-09-30,None,571917,Walk
S1837,Jillian,Ramirez,Male,2019-05-10,5,2022-10-04,PhD,261469,Car
S1838,Monique,Barnett,Female,2012-08-17,5,2025-04-09,High School,91319,Bicycle
S1839,William,Parks,Male,2014-06-05,12,2022-09-14,Master,396663,Walk
S1840,Billy,Sims,Male,2015-09-20,1,2021-01-03,None,165795,Bicycle
S1841,Kaitlyn,Edwards,Male,2010-09-12,2,2021-09-27,PhD,128693,Bus
S1842,Lisa,Nelson,Female,2008-07-28,11,2024-08-28,High School,528938,Car
S1843,Janice,Villanueva,Female,2016-05-22,8,2025-04-10,None,154657,Walk
S1844,Theodore,Romero,Male,2009-05-01,5,2023-01-06,Bachelor,890534,Car
S1845,Jack,Murphy,Female,2007-11-05,12,2022-10-04,None,149613,Bus
S1846,Sandra,Smith,Male,2012-11-07,3,2023-05-13,High School,394625,Car
S1847,Patricia,Montgomery,Female,2017-12-16,10,2023-06-16,Bachelor,971148,Bus
S1848,Jacqueline,Pearson,Female,2008-03-30,6,2024-01-20,High School,169361,Bicycle
S1849,Michael,Garcia,Female,2013-08-23,8,2021-09-28,Bachelor,926303,Bicycle
S1850,Michele,Smith,Female,2012-06-29,7,2021-10-10,High School,168548,Walk
S1851,Donald,Larsen,Male,2008-05-27,3,2021-09-17,None,486236,Bicycle
S1852,Melissa,Best,Female,2013-01-25,3,2024-08-28,PhD,448197,Car
S1853,Tara,Yang,Male,2019-08-11,11,2022-11-13,High School,556545,Bicycle
S1854,Samantha,Johnson,Male,2016-08-03,7,2025-06-24,Master,98205,Bus
S1855,Thomas,Welch,Female,2008-08-16,11,2022-12-14,Bachelor,62960,Walk
S1856,Kaylee,Mckenzie,Female,2008-02-01,9,2024-04-04,PhD,771673,Bus
S1857,Mary,Harper,Female,2010-06-30,11,2024-10-16,High School,555339,Car
S1858,Karen,Kaiser,Female,2008-02-21,3,2021-04-29,PhD,985394,Bus
S1859,Chad,Hall,Male,2009-05-09,11,2024-07-19,High School,580126,Bicycle
S1860,Scott,Lee,Female,2017-12-03,3,2024-06-25,None,837931,Bicycle
S1861,Jessica,Le,Female,2007-08-24,4,2021-10-30,Bachelor,341668,Bus
S1862,Debbie,Anderson,Male,2009-09-20,9,2021-08-31,Master,472866,Walk
S1863,Bruce,Patterson,Male,2015-02-04,8,2020-10-23,Master,890183,Bicycle
S1864,Anne,Flores,Male,2015-11-25,8,2022-10-03,Master,381414,Bus
S1865,Matthew,Fernandez,Female,2019-04-26,12,2021-01-29,None,157629,Bicycle
S1866,Rachel,Walsh,Female,2017-03-10,1,2023-01-13,PhD,625771,Bus
S1867,Shelby,Wilson,Male,2014-06-28,10,2023-08-09,PhD,718507,Car
S1868,Jamie,Bauer,Male,2015-07-23,11,2020-12-17,Master,407411,Car
S1869,Brenda,Jimenez,Male,2011-06-21,4,2022-06-15,Master,398098,Bicycle
S1870,Miguel,Rodriguez,Female,2007-10-17,12,2020-12-14,Master,169562,Bus
S1871,Caitlin,Mclaughlin,Male,2015-01-16,1,2022-02-02,Bachelor,422390,Car
S1872,Douglas,Mccarthy,Female,2012-01-15,12,2025-01-08,None,98001,Walk
S1873,Jennifer,Petersen,Female,2017-11-17,3,2023-11-06,Master,162157,Car
S1874,Jose,Mcguire,Male,2014-11-24,4,2023-06-21,None,943590,Bicycle
S1875,Walter,Martin,Male,2012-10-08,8,2020-10-27,High School,801606,Car
S1876,Jessica,Long,Male,2013-02-19,7,2022-06-10,None,714000,Bus
S1877,Andrea,Ramirez,Female,2009-01-12,8,2024-04-09,PhD,578689,Walk
S1878,Jason,Alvarez,Female,2015-02-07,1,2021-04-29,PhD,821976,Bus
S1879,Kelly,Gillespie,Female,2018-12-01,10,2024-07-09,Master,583025,Walk
S1880,Michael,Michael,Male,2018-12-03,12,2022-02-07,High School,158584,Bicycle
S1881,Amy,Howell,Female,2018-06-20,9,2021-12-29,Master,489001,Walk
S1882,Edward,Moore,Female,2008-02-13,7,2021-03-26,Bachelor,358463,Bicycle
S1883,John,Lopez,Male,2012-07-25,3,2021-10-17,Master,681792,Car
S1884,Cassandra,Lozano,Female,2007-02-06,12,2021-07-29,PhD,713311,Walk
S1885,Brittany,Williams,Male,2017-08-30,4,2023-01-05,PhD,799086,Car
S1886,Paul,Hunt,Female,2016-09-20,11,2020-12-23,High School,794904,Walk
S1887,Eric,Evans,Female,2019-06-23,12,2022-11-09,None,847730,Car
S1888,Veronica,Gray,Female,2008-02-24,10,2022-07-03,PhD,749565,Bicycle
S1889,Sarah,Zhang,Female,2017-10-27,7,2022-01-18,None,598122,Bus
S1890,Christine,Jones,Male,2007-03-19,7,2025-03-19,High School,105642,Bus
S1891,Carrie,Grant,Male,2017-09-28,5,2022-09-16,High School,350538,Car
S1892,Claudia,Mccann,Male,2017-09-08,1,2022-01-08,Bachelor,263910,Bus
S1893,Edward,Peterson,Female,2012-01-28,8,2020-12-28,None,696036,Walk
S1894,James,Lewis,Female,2016-09-01,4,2025-07-18,PhD,872405,Car
S1895,Peggy,Sullivan,Male,2019-08-08,7,2022-07-20,Master,486801,Car
S1896,Robyn,Smith,Male,2010-01-13,1,2022-02-25,Bachelor,262952,Bicycle
S1897,Jodi,Anderson,Male,2014-07-20,11,2024-10-20,Bachelor,841787,Walk
S1898,Andrew,Tucker,Male,2007-12-22,5,2023-04-04,Master,236044,Bus
S1899,Jeffrey,Smith,Male,2014-09-19,3,2022-07-10,PhD,175151,Bicycle
S1900,Anthony,Adams,Male,2007-04-04,7,2025-07-31,Bachelor,633635,Car
S1901,Michael,Ibarra,Male,2016-10-17,3,2022-10-17,PhD,937110,Car
S1902,Todd,Barnett,Male,2009-11-18,6,2024-08-04,Master,794163,Walk
S1903,Jeffery,Wallace,Male,2016-02-02,3,2023-09-10,Bachelor,675874,Bus
S1904,Tracey,Hopkins,Female,2008-10-24,8,2024-05-06,PhD,626884,Car
S1905,Timothy,Steele,Male,2013-03-04,12,2023-02-09,Bachelor,600916,Walk
S1906,April,Thompson,Male,2015-09-06,9,2021-02-07,None,874451,Walk
S1907,Tyler,Wolf,Female,2013-07-21,9,2025-07-13,PhD,473013,Bus
S1908,Zachary,Gould,Female,2017-06-09,4,2021-10-20,High School,745556,Car
S1909,Linda,Ramsey,Female,2009-07-09,6,2025-01-13,Bachelor,279056,Bicycle
S1910,Hannah,Brown,Male,2015-01-15,2,2024-11-13,Bachelor,517315,Walk
S1911,Kiara,Taylor,Male,2016-06-11,1,2023-06-02,Bachelor,449898,Bus
S1912,Sara,Carter,Female,2017-06-10,5,2025-02-12,PhD,809143,Car
S1913,Russell,Holland,Male,2017-08-27,9,2023-04-16,Bachelor,589292,Bicycle
S1914,Christopher,Beltran,Female,2017-09-16,1,2022-05-20,Bachelor,991916,Walk
S1915,Lindsey,Stewart,Female,2011-05-01,9,2020-11-12,None,150617,Walk
S1916,Keith,Lee,Male,2009-04-30,11,2025-01-28,None,271020,Walk
S1917,Daisy,Hoover,Female,2014-06-12,2,2024-07-29,High School,613876,Bicycle
S1918,Seth,Johnson,Male,2017-07-27,12,2021-06-12,High School,74906,Bicycle
S1919,Andrew,Hall,Female,2012-07-27,1,2024-11-21,None,126806,Bus
S1920,Scott,Ellison,Male,2011-05-20,5,2024-09-26,PhD,123863,Walk
S1921,Patricia,Fleming,Female,2008-02-02,7,2022-04-18,Master,523039,Bicycle
S1922,Carol,Cox,Female,2011-05-14,6,2023-12-29,None,458422,Bus
S1923,Lisa,Cabrera,Male,2007-08-13,11,2021-06-20,PhD,116309,Bus
S1924,Benjamin,Johnson,Male,2017-05-22,6,2025-05-20,PhD,161291,Car
S1925,David,Patton,Female,2010-01-12,10,2020-10-26,None,345192,Bicycle
S1926,Phillip,Wolf,Female,2015-01-15,7,2023-05-11,None,547012,Walk
S1927,Robert,Ellis,Male,2014-07-18,3,2024-03-07,Master,885474,Car
S1928,Barbara,Christian,Male,2018-07-10,5,2021-02-24,Bachelor,61691,Walk
S1929,James,Mcclain,Male,2010-12-06,1,2021-10-30,None,650538,Bicycle
S1930,Vanessa,Marshall,Male,2015-04-16,5,2022-01-28,High School,834645,Car
S1931,Darryl,Howard,Male,2011-05-01,7,2023-06-11,PhD,199375,Walk
S1932,Ryan,Jackson,Male,2019-06-25,4,2024-09-03,PhD,925297,Car
S1933,Amy,Gillespie,Male,2017-05-27,2,2022-07-04,High School,753571,Bus
S1934,Matthew,Jones,Female,2014-04-24,11,2022-07-09,PhD,126697,Car
S1935,Christopher,Collins,Male,2007-01-17,5,2024-06-15,None,257007,Bicycle
S1936,Michelle,Santos,Female,2011-08-07,6,2025-04-20,High School,753904,Walk
S1937,Stephanie,Taylor,Male,2015-02-11,5,2021-07-19,PhD,123199,Walk
S1938,Ashley,Garrison,Female,2014-03-08,8,2020-11-22,Master,394295,Car
S1939,Brittany,Moore,Male,2007-12-18,10,2021-07-19,PhD,432199,Car
S1940,Leah,Allen,Female,2018-04-02,3,2024-07-27,None,378429,Walk
S1941,Cory,Nichols,Male,2010-02-10,12,2020-10-29,Master,340119,Car
S1942,Stephen,Hayes,Male,2018-12-02,11,2022-01-20,Bachelor,970530,Bicycle
S1943,Jennifer,Gardner,Female,2011-10-20,8,2021-10-08,Bachelor,862402,Car
S1944,Joseph,Henson,Female,2010-01-12,9,2022-06-01,None,234308,Bus
S1945,Douglas,Reyes,Female,2012-06-21,3,2021-09-30,PhD,255973,Car
S1946,Samantha,Reid,Male,2015-09-16,12,2022-02-13,None,985440,Bus
S1947,Toni,Adams,Male,2010-11-28,10,2023-09-10,PhD,474814,Walk
S1948,Mia,Ortega,Male,2015-10-01,9,2025-02-16,Bachelor,619868,Bicycle
S1949,Kenneth,Stark,Male,2018-01-07,6,2025-03-17,Master,284153,Car
S1950,Jennifer,Smith,Male,2017-07-15,8,2024-12-18,PhD,585205,Bus
S1951,Bradley,Frazier,Female,2013-08-24,6,2023-09-14,PhD,61106,Walk
S1952,Carlos,Smith,Male,2013-09-10,9,2021-10-31,High School,517896,Walk
S1953,Brooke,Reynolds,Male,2013-12-07,10,2023-11-03,PhD,741444,Walk
S1954,Matthew,Long,Female,2019-03-08,6,2022-07-26,None,279448,Bicycle
S1955,James,Jones,Male,2016-10-19,2,2021-11-12,Bachelor,437380,Walk
S1956,Dylan,Hooper,Male,2015-12-10,11,2024-05-11,High School,593042,Car
S1957,Christopher,Mitchell,Female,2016-02-03,8,2020-11-13,Master,974374,Bus
S1958,Adrienne,Webb,Male,2014-08-14,11,2024-03-06,Bachelor,158239,Car
S1959,Audrey,Morgan,Female,2015-06-12,10,2022-12-18,PhD,647856,Walk
S1960,Jeffrey,Lloyd,Female,2017-06-26,11,2024-08-21,Master,433041,Bus
S1961,Scott,Dixon,Female,2015-08-04,7,2020-12-30,High School,591455,Bicycle
S1962,Stanley,Rodriguez,Female,2013-10-27,6,2020-09-12,Master,881161,Bicycle
S1963,Shelley,Lambert,Male,2014-11-15,9,2021-01-21,High School,511267,Walk
S1964,Emily,Johnston,Male,2014-12-16,2,2025-01-24,PhD,724734,Car
S1965,Richard,Wagner,Male,2012-07-27,3,2024-08-31,High School,215001,Car
S1966,Caleb,Nash,Male,2012-11-28,11,2022-04-01,High School,484753,Car
S1967,Alec,Jenkins,Male,2018-02-22,8,2024-04-04,Master,552290,Walk
S1968,Kenneth,Young,Male,2018-12-01,11,2024-11-17,Master,73536,Walk
S1969,Amanda,Lewis,Male,2018-04-19,3,2022-02-20,PhD,671121,Walk
S1970,Ian,Peterson,Male,2018-06-12,11,2025-04-02,PhD,91094,Walk
S1971,Dennis,Smith,Male,2011-03-19,3,2024-07-06,Bachelor,238783,Bicycle
S1972,Sabrina,Castillo,Male,2012-01-20,12,2021-03-05,Bachelor,139913,Walk
S1973,Hannah,Arias,Female,2018-07-02,10,2023-12-15,Master,959432,Bicycle
S1974,Kendra,Patel,Male,2014-10-18,4,2021-10-31,Master,680025,Walk
S1975,Ray,Austin,Male,2016-09-30,10,2020-11-09,PhD,327370,Walk
S1976,Pamela,Suarez,Female,2006-09-28,8,2023-11-29,PhD,669284,Bus
S1977,George,Ellis,Male,2015-04-03,7,2024-07-21,Master,188635,Bus
S1978,Elizabeth,Allen,Male,2011-07-04,4,2021-06-04,PhD,951347,Bicycle
S1979,Warren,Garcia,Male,2014-09-03,10,2023-01-04,None,236040,Bicycle
S1980,Levi,Hall,Male,2011-05-04,9,2024-11-09,PhD,838930,Bus
S1981,Todd,Nunez,Male,2007-11-14,8,2023-10-16,High School,995799,Bus
S1982,Rachel,Joyce,Female,2012-06-23,9,2024-05-13,Master,438368,Bus
S1983,Brandon,Morales,Female,2006-11-04,4,2023-07-24,Master,877909,Bicycle
S1984,Justin,Collins,Female,2009-08-09,10,2023-08-05,PhD,152463,Bicycle
S1985,Heather,Vasquez,Male,2011-08-08,5,2022-03-04,Master,853061,Walk
S1986,Cindy,Shaffer,Male,2016-10-18,5,2025-06-17,PhD,969356,Bicycle
S1987,Sean,Jackson,Female,2012-09-17,4,2024-05-03,None,793596,Bus
S1988,James,Boyer,Male,2008-07-25,9,2022-10-01,None,443247,Walk
S1989,John,Anderson,Female,2012-08-04,7,2021-06-15,Bachelor,161760,Walk
S1990,Carlos,Lewis,Female,2012-05-31,11,2021-11-21,PhD,315953,Car
S1991,Michelle,Kelly,Female,2007-04-12,10,2023-03-08,Bachelor,691603,Car
S1992,James,Smith,Female,2018-10-04,4,2024-01-13,Master,628923,Bicycle
S1993,Jesus,Andrews,Male,2008-06-02,6,2025-03-19,PhD,631866,Bicycle
S1994,Rachel,Jones,Female,2013-02-15,5,2021-07-09,PhD,411083,Bicycle
S1995,Lorraine,Anderson,Male,2009-05-23,11,2025-06-16,None,834140,Walk
S1996,Rodney,Martin,Female,2016-07-03,12,2020-11-25,High School,155149,Walk
S1997,Renee,Saunders,Female,2008-10-02,6,2023-04-08,PhD,693852,Bus
S1998,Shawn,Morales,Male,2018-03-30,7,2023-05-07,None,893442,Bus
S1999,Dawn,George,Male,2007-05-13,8,2021-11-07,PhD,506526,Bus
S2000,Russell,House,Male,2013-04-28,5,2021-06-10,High School,438848,Bus
S2001,Heather,Mitchell,Male,2012-08-10,12,2025-05-05,Master,470106,Car
S2002,Ashley,Kelly,Male,2017-04-02,3,2025-05-11,Master,510295,Bus
S2003,Lauren,Sanchez,Male,2008-07-15,11,2023-04-18,PhD,349899,Walk
S2004,Randall,Rice,Male,2007-01-28,10,2023-10-17,PhD,590869,Walk
S2005,Kayla,Cruz,Male,2017-08-14,11,2022-09-30,None,427214,Walk
S2006,Brandon,Cardenas,Male,2013-04-21,3,2023-08-19,None,339340,Bicycle
S2007,Ashley,Nash,Female,2008-09-20,11,2021-07-29,Master,475146,Walk
S2008,David,Estrada,Male,2010-08-05,12,2021-03-02,None,144545,Car
S2009,Brent,Thompson,Female,2007-06-19,6,2020-09-26,Bachelor,287288,Walk
S2010,Johnny,Dunn,Female,2019-08-19,7,2023-10-07,PhD,54877,Car
S2011,Natalie,Boyd,Male,2017-06-22,7,2021-12-31,PhD,161636,Bus
S2012,Barbara,Steele,Female,2007-01-25,6,2021-04-04,None,891945,Car
S2013,Bryan,Odonnell,Female,2008-02-22,12,2022-12-01,Master,445397,Bicycle
S2014,Timothy,Galvan,Male,2013-04-19,6,2023-05-15,Master,764703,Bicycle
S2015,Louis,Rose,Male,2015-11-28,8,2021-07-07,None,320343,Bus
S2016,Jason,Burch,Female,2010-02-14,11,2021-01-08,High School,759794,Walk
S2017,Lindsey,Hamilton,Female,2019-08-05,7,2023-11-29,Bachelor,591593,Bus
S2018,Kevin,Peterson,Female,2013-11-07,4,2022-09-22,Bachelor,147527,Bicycle
S2019,Joshua,Sims,Female,2017-02-27,2,2025-06-02,PhD,237155,Bicycle
S2020,Joseph,Wilkinson,Female,2014-09-27,6,2021-04-24,High School,987758,Car
S2021,Eric,Reed,Male,2010-05-24,12,2025-03-12,High School,573238,Walk
S2022,Austin,Wood,Male,2008-08-07,12,2021-08-27,High School,965136,Car
S2023,Elizabeth,Turner,Male,2011-02-03,4,2022-08-18,High School,925498,Walk
S2024,Lawrence,Torres,Female,2015-09-22,3,2024-08-18,None,175701,Bus
S2025,Stuart,Jones,Female,2009-08-09,10,2022-06-10,None,851368,Bus
S2026,Karen,Smith,Female,2017-02-15,6,2021-06-29,PhD,380738,Bicycle
S2027,Julie,Russell,Female,2019-04-03,8,2024-10-17,High School,851387,Car
S2028,Rebecca,Fitzgerald,Female,2018-01-11,4,2023-05-15,PhD,184475,Bus
S2029,Sarah,Leon,Female,2009-09-13,8,2022-08-11,PhD,84144,Car
S2030,Jasmine,Schmidt,Female,2016-12-20,11,2022-01-21,High School,529404,Bus
S2031,Daniel,Smith,Female,2016-03-15,6,2023-09-01,None,62394,Walk
S2032,Steven,Frazier,Female,2007-03-07,10,2021-08-08,None,391244,Car
S2033,Billy,Price,Female,2019-05-02,3,2023-05-12,PhD,325617,Walk
S2034,Joshua,Guerrero,Female,2006-09-07,8,2020-10-22,PhD,409762,Car
S2035,Michael,Cook,Male,2019-06-07,8,2021-02-18,Master,270759,Bicycle
S2036,Yvonne,Wolf,Female,2018-12-30,6,2025-05-02,Master,343212,Bicycle
S2037,James,Friedman,Male,2013-04-30,10,2023-09-01,High School,653867,Walk
S2038,Grace,Jimenez,Male,2018-02-17,12,2023-02-25,Bachelor,893146,Walk
S2039,Brenda,Bowman,Female,2019-02-22,7,2023-06-14,High School,202928,Walk
S2040,Jennifer,Schultz,Female,2012-08-20,1,2024-08-23,High School,491996,Bicycle
S2041,Garrett,Ortiz,Male,2017-10-15,11,2025-05-10,PhD,609921,Car
S2042,Jonathan,Morris,Female,2009-06-12,5,2025-05-12,Bachelor,639444,Bus
S2043,Andrew,Martinez,Female,2015-05-10,2,2024-06-29,High School,112952,Walk
S2044,Andrew,Greene,Female,2015-08-03,8,2023-07-13,None,521706,Car
S2045,Tony,Graves,Female,2012-04-18,6,2022-04-10,Bachelor,637569,Car
S2046,Lisa,Frazier,Female,2018-05-22,1,2025-06-29,Master,177126,Car
S2047,Christina,Wright,Male,2012-10-06,10,2023-05-18,PhD,731433,Walk
S2048,John,Newman,Female,2011-10-07,6,2021-02-05,Bachelor,755893,Bicycle
S2049,Amy,Hall,Female,2008-11-30,2,2021-03-10,Master,693473,Car
S2050,Ryan,Thomas,Female,2013-08-29,11,2024-05-08,High School,960434,Walk
S2051,John,Richardson,Female,2012-04-07,7,2023-09-19,PhD,649405,Bicycle
S2052,Virginia,Hood,Male,2009-11-12,2,2023-05-15,High School,410317,Walk
S2053,Thomas,Turner,Female,2018-05-22,6,2021-11-16,Bachelor,794943,Car
S2054,Carlos,Gonzalez,Female,2015-10-29,5,2023-05-16,Master,868910,Car
S2055,Ana,Ross,Female,2017-01-29,7,2021-04-21,High School,242818,Bus
S2056,Taylor,Pearson,Male,2012-12-03,12,2021-09-13,High School,744180,Car
S2057,Briana,Garrett,Male,2008-05-15,4,2025-03-19,High School,466332,Bus
S2058,Heather,Davila,Male,2013-04-05,2,2024-06-16,Master,625074,Bus
S2059,Felicia,Peters,Male,2010-12-03,7,2022-05-28,PhD,852156,Bus
S2060,Rhonda,King,Male,2011-02-09,5,2020-11-23,PhD,212816,Bus
S2061,Stephanie,Parker,Female,2017-07-28,5,2022-04-16,High School,309414,Car
S2062,Samantha,King,Female,2016-05-24,11,2021-04-27,High School,187654,Walk
S2063,Jasmine,Gray,Male,2010-03-06,1,2021-12-16,Bachelor,952162,Car
S2064,Oscar,Burke,Female,2017-07-10,8,2021-06-22,PhD,335647,Bicycle
S2065,Gabriel,Miller,Male,2017-02-21,12,2023-07-31,PhD,235636,Bicycle
S2066,Amy,Barnes,Female,2011-07-24,9,2023-10-23,PhD,374703,Car
S2067,Christopher,Foster,Female,2017-05-17,9,2025-04-25,High School,893797,Bus
S2068,Kim,Garrett,Female,2012-11-20,5,2022-08-21,Bachelor,482227,Car
S2069,Lisa,Colon,Male,2015-07-03,5,2024-02-02,None,50096,Walk
S2070,Lauren,Tran,Female,2012-05-24,5,2020-10-01,Master,611091,Bus
S2071,Michael,Mckinney,Female,2012-07-15,8,2023-03-12,Bachelor,59576,Bicycle
S2072,David,Edwards,Female,2008-04-19,10,2024-09-15,High School,885471,Bus
S2073,Emily,Hill,Female,2006-11-18,4,2025-02-11,Master,975013,Bicycle
S2074,Adam,Baker,Female,2010-10-13,4,2021-04-11,High School,799666,Bicycle
S2075,Derek,Burke,Female,2018-08-22,4,2024-09-24,Bachelor,133057,Bicycle
S2076,Michael,Lowery,Male,2010-06-17,9,2021-10-02,PhD,896803,Car
S2077,Cassandra,Rodriguez,Female,2013-05-23,11,2024-06-09,PhD,898097,Car
S2078,Kellie,Robertson,Female,2009-10-15,4,2025-01-29,None,241267,Walk
S2079,Brett,Gentry,Female,2007-03-22,2,2021-05-26,Master,697736,Bicycle
S2080,Jill,Serrano,Female,2018-07-08,12,2023-05-13,PhD,565895,Walk
S2081,Shelby,Vargas,Female,2015-04-26,1,2022-03-16,High School,102042,Bus
S2082,Sherri,Brooks,Male,2017-10-11,2,2022-11-17,Bachelor,332271,Walk
S2083,Melissa,Mcintyre,Female,2014-10-05,12,2022-06-01,None,294119,Bus
S2084,Robert,Freeman,Male,2018-06-12,1,2021-11-21,Master,277738,Car
S2085,Steven,Smith,Female,2016-03-19,5,2022-12-13,Master,439438,Bicycle
S2086,Catherine,Jones,Male,2011-02-08,6,2024-12-22,None,934522,Walk
S2087,Eric,Hart,Male,2008-08-02,5,2024-07-15,Master,124852,Bicycle
S2088,Virginia,Johnson,Male,2014-09-25,4,2025-06-07,Bachelor,906949,Bicycle
S2089,Amanda,Howell,Male,2016-03-22,2,2021-05-22,High School,453489,Bicycle
S2090,Zachary,Johnson,Male,2010-08-09,12,2022-06-12,None,258855,Bicycle
S2091,Jennifer,Short,Male,2018-11-24,9,2022-01-10,High School,545793,Bicycle
S2092,Jason,Flores,Female,2010-01-10,6,2022-12-01,High School,709726,Bus
S2093,William,Mcknight,Male,2011-09-04,5,2024-06-27,Master,719536,Car
S2094,James,Nichols,Male,2018-07-19,6,2022-01-11,None,955610,Walk
S2095,Michael,Lopez,Male,2009-08-21,4,2025-06-13,Master,390277,Bus
S2096,Tracy,Ramirez,Male,2017-11-03,5,2020-11-20,PhD,175461,Bicycle
S2097,Joshua,Huff,Male,2018-12-19,1,2021-10-03,None,659303,Bicycle
S2098,Mary,Conley,Male,2013-12-15,6,2020-10-17,None,310804,Walk
S2099,Allen,Mitchell,Female,2017-07-19,2,2024-10-03,PhD,404861,Bus
S2100,Troy,Higgins,Male,2008-12-17,6,2024-09-29,High School,785395,Bus
S2101,Jessica,Payne,Male,2016-02-13,8,2020-12-11,High School,382125,Car
S2102,Michelle,Berry,Female,2012-04-15,12,2024-06-20,High School,72390,Bicycle
S2103,Amber,Silva,Female,2009-10-11,12,2023-04-21,High School,312874,Bus
S2104,Hannah,White,Female,2010-09-28,12,2023-10-23,Master,636179,Car
S2105,Cory,Herring,Female,2015-08-30,4,2022-12-29,PhD,245692,Car
S2106,Austin,Ford,Female,2014-04-12,12,2022-08-22,Master,338698,Walk
